Question,Question ID,Variable,coefficients_1,p_value_1,adjust_p_value_1,sig_1,AIC_1,coefficients_2,p_value_2,adjust_p_value_2,sig_2,AIC_2,coefficients_3,p_value_3,adjust_p_value_3,sig_3,AIC_3,coefficients_4,p_value_4,adjust_p_value_4,sig_4,AIC_4
Are sacred sites oriented to environmental features:,4761,(Intercept),0.7,4.1e-25,5.2e-22,***,139.2,0.72,2.3e-11,2.8e-8,***,82.13,-,-,-,-,-,1.32,0.0076,1,,35.12
Are sacred sites oriented to environmental features:,4761,start_temp_avg,0.13,0.032,1,,139.2,0.12,0.2,1,,82.13,-,-,-,-,-,-0.04,0.77,1,,35.12
Are sacred sites oriented to environmental features:,4761,start_prep_avg,0.12,0.015,1,,139.2,0.1,0.38,1,,82.13,-,-,-,-,-,0.5,0.075,1,,35.12
Are sacred sites oriented to environmental features:,4761,start_prep_var,-0.02,0.56,1,,139.2,-0.02,0.59,1,,82.13,-,-,-,-,-,-1.16,0.28,1,,35.12
Are sacred sites oriented to environmental features:,4761,elevation,0.09,0.04,1,,139.2,0.1,0.067,1,,82.13,-,-,-,-,-,-0.14,0.32,1,,35.12
Are sacred sites oriented to environmental features:,4761,plants,0,0.95,1,,139.2,0.04,0.74,1,,82.13,-,-,-,-,-,-0,0.99,1,,35.12
Are sacred sites oriented to environmental features:,4761,mammals,-0.11,0.12,1,,139.2,-0.04,0.73,1,,82.13,-,-,-,-,-,-0.2,0.11,1,,35.12
