Question,Question ID,Variable,coefficients_1,p_value_1,adjust_p_value_1,sig_1,AIC_1,coefficients_2,p_value_2,adjust_p_value_2,sig_2,AIC_2,coefficients_3,p_value_3,adjust_p_value_3,sig_3,AIC_3,coefficients_4,p_value_4,adjust_p_value_4,sig_4,AIC_4
Are sacred sites oriented to environmental features:,4761,(Intercept),0.71,5.6e-7,7e-4,***,146.14,0.88,2e-4,0.24,,85.25,-,-,-,-,-,-,-,-,-,-
Are sacred sites oriented to environmental features:,4761,start_temp_avg,0.13,0.042,1,,146.14,0.14,0.14,1,,85.25,-,-,-,-,-,-,-,-,-,-
Are sacred sites oriented to environmental features:,4761,start_prep_avg,0.12,0.017,1,,146.14,0.09,0.43,1,,85.25,-,-,-,-,-,-,-,-,-,-
Are sacred sites oriented to environmental features:,4761,start_prep_var,-0.03,0.53,1,,146.14,-0.03,0.42,1,,85.25,-,-,-,-,-,-,-,-,-,-
Are sacred sites oriented to environmental features:,4761,elevation,0.1,0.048,1,,146.14,0.15,0.017,1,,85.25,-,-,-,-,-,-,-,-,-,-
Are sacred sites oriented to environmental features:,4761,plants,-0,0.98,1,,146.14,0.07,0.52,1,,85.25,-,-,-,-,-,-,-,-,-,-
Are sacred sites oriented to environmental features:,4761,mammals,-0.11,0.17,1,,146.14,-0.07,0.55,1,,85.25,-,-,-,-,-,-,-,-,-,-
Are sacred sites oriented to environmental features:,4761,dist_freshwater,0.07,0.91,1,,146.14,0.76,0.41,1,,85.25,-,-,-,-,-,-,-,-,-,-
Are sacred sites oriented to environmental features:,4761,dist_coastline,-0.02,0.72,1,,146.14,-0.1,0.12,1,,85.25,-,-,-,-,-,-,-,-,-,-
