Question,Question ID,Variable,coefficients_1,p_value_1,adjust_p_value_1,sig_1,AIC_1,coefficients_2,p_value_2,adjust_p_value_2,sig_2,AIC_2,coefficients_3,p_value_3,adjust_p_value_3,sig_3,AIC_3,coefficients_4,p_value_4,adjust_p_value_4,sig_4,AIC_4
Are formal burials present:,4821,(Intercept),0.76,6.999999999999998e-83,8.7e-80,***,343.13,0.73,1.2e-40,1.5e-37,***,216.17,0.86,2e-6,0.0025,**,56.82,0.93,1.1e-7,1.3e-4,***,61.11
Are formal burials present:,4821,start_temp_avg,-0.07,0.027,1,,343.13,-0.15,0.0026,1,,216.17,-0.05,0.48,1,,56.82,-0.05,0.54,1,,61.11
Are formal burials present:,4821,start_prep_avg,-0.01,0.7,1,,343.13,0.08,0.2,1,,216.17,-0.03,0.83,1,,56.82,0.05,0.7,1,,61.11
Are formal burials present:,4821,start_prep_var,0.05,0.087,1,,343.13,0.05,0.085,1,,216.17,0.03,0.94,1,,56.82,-0.21,0.54,1,,61.11
Are formal burials present:,4821,elevation,-0.04,0.12,1,,343.13,-0.08,0.013,1,,216.17,0.09,0.22,1,,56.82,0.1,0.21,1,,61.11
Are formal burials present:,4821,plants,-0.07,0.074,1,,343.13,-0.26,3.2e-4,0.2,,216.17,-0.02,0.72,1,,56.82,-0.04,0.51,1,,61.11
Are formal burials present:,4821,mammals,0.08,0.062,1,,343.13,0.15,0.074,1,,216.17,0.04,0.42,1,,56.82,0.06,0.27,1,,61.11
