Question,Question ID,Variable,coefficients_1,p_value_1,adjust_p_value_1,sig_1,AIC_1,coefficients_2,p_value_2,adjust_p_value_2,sig_2,AIC_2,coefficients_3,p_value_3,adjust_p_value_3,sig_3,AIC_3,coefficients_4,p_value_4,adjust_p_value_4,sig_4,AIC_4
Does membership in this religious group require celibacy (full sexual abstinence):,5121,(Intercept),0.17,2e-10,2.5e-7,***,250.64,0.18,2.7e-7,3.4e-4,***,176.62,-0.03,0.72,1,,8.01,-0.05,0.52,1,,5.63
Does membership in this religious group require celibacy (full sexual abstinence):,5121,start_temp_avg,-0.01,0.82,1,,250.64,-0.08,0.066,1,,176.62,0.01,0.79,1,,8.01,0.01,0.73,1,,5.63
Does membership in this religious group require celibacy (full sexual abstinence):,5121,start_prep_avg,0.04,0.13,1,,250.64,0.01,0.79,1,,176.62,-0.07,0.52,1,,8.01,-0.08,0.33,1,,5.63
Does membership in this religious group require celibacy (full sexual abstinence):,5121,start_prep_var,0.06,0.11,1,,250.64,0.05,0.23,1,,176.62,0.15,0.55,1,,8.01,0.19,0.3,1,,5.63
Does membership in this religious group require celibacy (full sexual abstinence):,5121,elevation,0,0.89,1,,250.64,0,0.98,1,,176.62,-0.02,0.67,1,,8.01,-0.01,0.72,1,,5.63
