Question,Question ID,Variable,coefficients_1,p_value_1,adjust_p_value_1,sig_1,AIC_1,coefficients_2,p_value_2,adjust_p_value_2,sig_2,AIC_2,coefficients_3,p_value_3,adjust_p_value_3,sig_3,AIC_3,coefficients_4,p_value_4,adjust_p_value_4,sig_4,AIC_4
Are formal burials present:,4821,(Intercept),0.76,1.3999999999999998e-82,1.7e-79,***,340.05,0.71,5e-41,6.3e-38,***,214.21,0.86,1.4e-6,0.0018,**,51.32,0.94,8.2e-8,1e-4,***,56.17
Are formal burials present:,4821,start_temp_avg,-0.04,0.13,1,,340.05,-0.11,0.013,1,,214.21,-0.02,0.75,1,,51.32,-0.01,0.91,1,,56.17
Are formal burials present:,4821,start_prep_avg,-0.01,0.67,1,,340.05,0.11,0.063,1,,214.21,-0.04,0.79,1,,51.32,0.05,0.71,1,,56.17
Are formal burials present:,4821,start_prep_var,0.05,0.047,1,,340.05,0.06,0.051,1,,214.21,0.04,0.92,1,,51.32,-0.22,0.53,1,,56.17
Are formal burials present:,4821,elevation,-0.03,0.24,1,,340.05,-0.07,0.026,1,,214.21,0.12,0.11,1,,51.32,0.13,0.085,1,,56.17
Are formal burials present:,4821,plants,-0.03,0.39,1,,340.05,-0.2,0.0017,1,,214.21,-0.01,0.81,1,,51.32,-0.03,0.64,1,,56.17
