Question,Question ID,Variable,coefficients_1,p_value_1,adjust_p_value_1,sig_1,AIC_1,coefficients_2,p_value_2,adjust_p_value_2,sig_2,AIC_2,coefficients_3,p_value_3,adjust_p_value_3,sig_3,AIC_3,coefficients_4,p_value_4,adjust_p_value_4,sig_4,AIC_4
Previously human spirits are present:,4866,(Intercept),0.74,2.9999999999999997e-62,3.8000000000000003e-59,***,282.13,0.68,1.1e-21,1.3e-18,***,163.94,0.95,6.5e-10,8.1e-7,***,38.81,1.1,1.6e-10,2e-7,***,58.08
Previously human spirits are present:,4866,start_temp_avg,0.04,0.34,1,,282.13,-0.06,0.27,1,,163.94,-0,0.97,1,,38.81,0.03,0.69,1,,58.08
Previously human spirits are present:,4866,start_prep_avg,0.08,0.008,1,,282.13,0.15,0.023,1,,163.94,0.04,0.67,1,,38.81,0.24,0.033,1,,58.08
Previously human spirits are present:,4866,start_prep_var,0.01,0.59,1,,282.13,0.01,0.68,1,,163.94,0.02,0.95,1,,38.81,-0.47,0.1,1,,58.08
Previously human spirits are present:,4866,elevation,0,0.97,1,,282.13,-0.02,0.5,1,,163.94,-0.04,0.57,1,,38.81,-0.05,0.52,1,,58.08
Previously human spirits are present:,4866,plants,-0.03,0.41,1,,282.13,-0.19,0.014,1,,163.94,0.01,0.82,1,,38.81,-0.05,0.37,1,,58.08
Previously human spirits are present:,4866,mammals,0.06,0.15,1,,282.13,0.21,0.028,1,,163.94,0.02,0.6,1,,38.81,0.06,0.17,1,,58.08
Previously human spirits are present:,4866,dist_freshwater,0.07,0.31,1,,282.13,-0.11,0.59,1,,163.94,0.01,0.88,1,,38.81,0.08,0.5,1,,58.08
