Question,Question ID,Variable,coefficients_1,p_value_1,adjust_p_value_1,sig_1,AIC_1,coefficients_2,p_value_2,adjust_p_value_2,sig_2,AIC_2,coefficients_3,p_value_3,adjust_p_value_3,sig_3,AIC_3,coefficients_4,p_value_4,adjust_p_value_4,sig_4,AIC_4
Reward in this life consists of healthy crops or good weather:,5038,(Intercept),0.7,9.8e-36,1.1999999999999999e-32,***,247.52,0.72,2.1e-12,2.7e-9,***,169.76,-,-,-,-,-,-,-,-,-,-
Reward in this life consists of healthy crops or good weather:,5038,start_temp_avg,0.03,0.52,1,,247.52,-0.02,0.83,1,,169.76,-,-,-,-,-,-,-,-,-,-
Reward in this life consists of healthy crops or good weather:,5038,start_prep_avg,0.1,0.03,1,,247.52,0.1,0.27,1,,169.76,-,-,-,-,-,-,-,-,-,-
Reward in this life consists of healthy crops or good weather:,5038,start_prep_var,-0.06,0.32,1,,247.52,-0.09,0.19,1,,169.76,-,-,-,-,-,-,-,-,-,-
Reward in this life consists of healthy crops or good weather:,5038,elevation,0.05,0.22,1,,247.52,0.03,0.54,1,,169.76,-,-,-,-,-,-,-,-,-,-
Reward in this life consists of healthy crops or good weather:,5038,plants,0,0.98,1,,247.52,-0.05,0.64,1,,169.76,-,-,-,-,-,-,-,-,-,-
Reward in this life consists of healthy crops or good weather:,5038,mammals,-0.03,0.69,1,,247.52,0.08,0.51,1,,169.76,-,-,-,-,-,-,-,-,-,-
Reward in this life consists of healthy crops or good weather:,5038,dist_freshwater,0.08,0.35,1,,247.52,0.08,0.82,1,,169.76,-,-,-,-,-,-,-,-,-,-
Reward in this life consists of healthy crops or good weather:,5038,dist_coastline,0.03,0.57,1,,247.52,0.03,0.69,1,,169.76,-,-,-,-,-,-,-,-,-,-
