Question,Question ID,Variable,coefficients_1,p_value_1,adjust_p_value_1,sig_1,AIC_1,coefficients_2,p_value_2,adjust_p_value_2,sig_2,AIC_2,coefficients_3,p_value_3,adjust_p_value_3,sig_3,AIC_3,coefficients_4,p_value_4,adjust_p_value_4,sig_4,AIC_4
Are grave goods present:,4814,(Intercept),0.53,1.8e-41,2.1999999999999998e-38,***,405.67,0.53,2.4e-20,2.9e-17,***,264.02,-,-,-,-,-,1.07,8.1e-5,0.1,,66.21
Are grave goods present:,4814,start_temp_avg,-0.06,0.14,1,,405.67,-0.08,0.17,1,,264.02,-,-,-,-,-,-0.16,0.094,1,,66.21
Are grave goods present:,4814,start_prep_avg,-0,0.96,1,,405.67,-0,0.95,1,,264.02,-,-,-,-,-,0.54,0.011,1,,66.21
Are grave goods present:,4814,start_prep_var,-0.01,0.67,1,,405.67,0.02,0.59,1,,264.02,-,-,-,-,-,-0.93,0.098,1,,66.21
Are grave goods present:,4814,elevation,-0.01,0.67,1,,405.67,-0.02,0.51,1,,264.02,-,-,-,-,-,-0.14,0.15,1,,66.21
Are grave goods present:,4814,plants,-0.07,0.1,1,,405.67,-0.02,0.83,1,,264.02,-,-,-,-,-,0.01,0.88,1,,66.21
Are grave goods present:,4814,mammals,0.06,0.2,1,,405.67,-0.15,0.13,1,,264.02,-,-,-,-,-,0.23,6.4e-4,0.4,,66.21
